,year featured,track_name,track_popularity,release_date,playlist_id,playlist_name,lead_artist,supporting_artists
7vFv0yFGMJW3qVXbAd9BK9,2021,Your Body Is a Wonderland,75,2001-08-16,37i9dQZF1DXaz7CcPuNVXF,No Stress!,John Mayer,
24YvUQnuPL8gObCfSnAobH,2021,"Hey, Soul Sister",0,2009-10-27,37i9dQZF1DXaz7CcPuNVXF,No Stress!,Train,
3rKYiySCDMUKTw5kGVVhaa,2021,Marvin Gaye (feat. Meghan Trainor),67,2016-01-29,37i9dQZF1DXaz7CcPuNVXF,No Stress!,Charlie Puth,"Meghan Trainor, "
0ULAOsJR33XQzlZVZvjGpB,2021,Don't Dream It's Over,0,2009-02-03,37i9dQZF1DXaz7CcPuNVXF,No Stress!,Sixpence None The Richer,
0IktbUcnAGrvD03AWnz3Q8,2021,Lucky,76,2008-05-12,37i9dQZF1DXaz7CcPuNVXF,No Stress!,Jason Mraz,"Colbie Caillat, "
7BqBn9nzAq8spo5e7cZ0dJ,2021,Just the Way You Are,81,2010-10-05,37i9dQZF1DXaz7CcPuNVXF,No Stress!,Bruno Mars,
0jdeV5dSB3kUBRqe1xQJbh,2021,True,65,2004-06-08,37i9dQZF1DXaz7CcPuNVXF,No Stress!,Ryan Cabrera,
75fuzn623bYyKISKlFHdCw,2021,Kiss Me,0,2009-02-03,37i9dQZF1DXaz7CcPuNVXF,No Stress!,Sixpence None The Richer,
1FHNctV68GUNLgXclG2DtR,2021,Dancing in the Moonlight,68,2009-04-22,37i9dQZF1DXaz7CcPuNVXF,No Stress!,Toploader,
2qXKFmKjFzhSGG7kPzoK8n,2021,Beautiful Soul,0,2004-01-01,37i9dQZF1DXaz7CcPuNVXF,No Stress!,Jesse McCartney,
1x8AFBt9UEMRY41fSxi7aA,2021,Good Life,0,2009-01-01,37i9dQZF1DXaz7CcPuNVXF,No Stress!,OneRepublic,
4w7RuuQAVP0JXlAom3z1aC,2021,Wonderwall,0,2006-11-20,37i9dQZF1DXaz7CcPuNVXF,No Stress!,Oasis,
3AJwUDP919kvQ9QcozQPxg,2021,Yellow,87,2000-07-10,37i9dQZF1DXaz7CcPuNVXF,No Stress!,Coldplay,
37f4ITSlgPX81ad2EvmVQr,2021,Fight Song,79,2016-01-01,37i9dQZF1DXaz7CcPuNVXF,No Stress!,Rachel Platten,
7ulZJytSQ43kwDjT2AL0LZ,2021,A Thousand Miles,0,2011-01-01,37i9dQZF1DXaz7CcPuNVXF,No Stress!,Vanessa Carlton,
2ENx9vLmbagrc0yDY1j0BN,2021,Uptown Girl - Radio Edit,0,2001-11-08,37i9dQZF1DXaz7CcPuNVXF,No Stress!,Westlife,
1EzrEOXmMH3G43AXT1y7pA,2021,I'm Yours,81,2008-05-12,37i9dQZF1DXaz7CcPuNVXF,No Stress!,Jason Mraz,
3CNqo3gYrfexdrtjFmC9he,2021,Where Is The Love?,70,2003,37i9dQZF1DXaz7CcPuNVXF,No Stress!,Black Eyed Peas,
4T6HLdP6OcAtqC6tGnQelG,2021,Everything,71,2007-04-30,37i9dQZF1DXaz7CcPuNVXF,No Stress!,Michael Bublé,
4T5cqerbDXueYSVfXkIITo,2021,Sunday Morning,0,2002-06-25,37i9dQZF1DXaz7CcPuNVXF,No Stress!,Maroon 5,
2QaK6dKbzBIL0dXA9tBG8d,2021,Lluvia - Mixed,33,2021-08-06,37i9dQZF1DX79UF7ALECl7,Coffee Club,Lucien (AR),
5cHIid97dONqhnYKUNr3PN,2021,Summer Of Love,43,2020-08-21,37i9dQZF1DX79UF7ALECl7,Coffee Club,Afterlife,
0GyEPB4AYdjbgD9Uk1pErp,2021,Guaraná,36,2021-05-30,37i9dQZF1DX79UF7ALECl7,Coffee Club,I Can East,
2IrCKtn2wDmvNRdeg1dcCY,2021,Slide Away,35,2021-07-02,37i9dQZF1DX79UF7ALECl7,Coffee Club,Luminous,"Sensemilio, "
2TXzAr3G4t3Ojh8udkFDiW,2021,One 4 the Dreamers,36,2020-02-28,37i9dQZF1DX79UF7ALECl7,Coffee Club,Makèz,
0wtbfeSIJC1Qnno11Nm1U6,2021,Back To The Roots Of Love - Saib Remix,37,2020-04-17,37i9dQZF1DX79UF7ALECl7,Coffee Club,NTEIBINT,"Matina Sous Peau, Saib, "
1cHbVpeG4rcAcEYXKXQx9k,2021,Animal,36,2019-06-28,37i9dQZF1DX79UF7ALECl7,Coffee Club,Rasmus Faber,"Magic Woman, "
7FQvqvCcAYh6ACzXZAzaZj,2021,Parrot Fever,0,2019-05-03,37i9dQZF1DX79UF7ALECl7,Coffee Club,Kazam,
5szQlAGGlrjROjPenORcVx,2021,Nobody Else - Edit,34,2021-05-21,37i9dQZF1DX79UF7ALECl7,Coffee Club,Clancy,
6cptqmYOV11Bcmud1Zt89Q,2021,Schijn,0,2021-03-19,37i9dQZF1DX79UF7ALECl7,Coffee Club,Tijn Driessen,
4GHxCIK1UU6q8t94sGnLS0,2021,Do Whatever - Edit,36,2021-02-11,37i9dQZF1DX79UF7ALECl7,Coffee Club,Dave Mayer,
7Ln2bQ2njWjOOj5LAzL4bq,2021,Obscure,0,2020-07-17,37i9dQZF1DX79UF7ALECl7,Coffee Club,LYANE,
2FhNXXWpOsJR5OihKELGhU,2021,Escucha,36,2020-11-29,37i9dQZF1DX79UF7ALECl7,Coffee Club,Monte La Rue,
4ZbY3tViWurTa5JmaitOxX,2021,Gaia - Radio Edit,38,2021-03-05,37i9dQZF1DX79UF7ALECl7,Coffee Club,Yamil,
2uLNusBKHvDrY5kH2Ymu4f,2021,Let Me,34,2021-05-07,37i9dQZF1DX79UF7ALECl7,Coffee Club,Luminous,"R.O, "
0T0xi59ZujZejjm1jMJW71,2021,All Night,51,2019-11-08,37i9dQZF1DX79UF7ALECl7,Coffee Club,Lemongrass,
4O1IHtE2KRoLpXFlXn3Kem,2021,Do My Best (feat. Renae Rain),40,2019-07-19,37i9dQZF1DX79UF7ALECl7,Coffee Club,Rasmus Faber,"Renae Rain, "
5EG9QivPRhgoG8WH1vuZSq,2021,Same Song - Willem Ardui Remix,33,2021-06-25,37i9dQZF1DX79UF7ALECl7,Coffee Club,Luka,"Willem Ardui, "
53TeQ697jhvSDJ5LZqxupe,2021,Antelope - Original Mix,36,2020-04-13,37i9dQZF1DX79UF7ALECl7,Coffee Club,GAR,"Phalguna Somraj, "
1su02HA4IZMCLuLa8VhFYV,2021,Too Many Questions - Soble Remix,37,2020-03-13,37i9dQZF1DX79UF7ALECl7,Coffee Club,Yamil,"Humanice, Soble, "
7aMBDyba2YVpoKWHXBijrG,2021,Nothing Happened,33,2021-04-30,37i9dQZF1DX79UF7ALECl7,Coffee Club,Bølling,
3KTkkZvSPmh3leXluyABBs,2021,Amores,40,2020-12-04,37i9dQZF1DX79UF7ALECl7,Coffee Club,Akkan,"El Búho, "
4FxDO7idxRd2P8sri4gNif,2021,Objects,35,2021-02-12,37i9dQZF1DX79UF7ALECl7,Coffee Club,End of Time,"Trippin Jaguar, "
2hNrwWTvqLsvcOkPmoJHxa,2021,Okapi,41,2019-10-11,37i9dQZF1DX79UF7ALECl7,Coffee Club,Lemongrass,
5GOvUku7GAOMm3vgc6b79Q,2021,Be Real - Satin Jackets Remix,45,2019-12-06,37i9dQZF1DX79UF7ALECl7,Coffee Club,Rasmus Faber,"Metaxas, Satin Jackets, "
6LvlfzN3FIx5vYJIyH5X1S,2021,Manhattan At Dusk,48,2019-11-08,37i9dQZF1DX79UF7ALECl7,Coffee Club,Tullio,
5PhuSPukGj9G50AWPdpa93,2021,Overdrive,37,2020-06-22,37i9dQZF1DX79UF7ALECl7,Coffee Club,Silo,
5lzq0LoVd0y5YPLlc64FMz,2021,Little Airplanes,43,2020-05-29,37i9dQZF1DX79UF7ALECl7,Coffee Club,Satin Jackets,
5avPepcSOLKq4zJsGu4CBV,2021,Lost Again,38,2021-05-07,37i9dQZF1DX79UF7ALECl7,Coffee Club,Julien Jabre,
2jZ2LdpOuZCQdtcSSuAz1D,2021,Yugen,32,2019-05-15,37i9dQZF1DX79UF7ALECl7,Coffee Club,Sebastian Davidson,
5XFuyKyEC69ZsP9FocyMsw,2021,Serenity,40,2021-04-16,37i9dQZF1DX79UF7ALECl7,Coffee Club,Alex Lustig,
65PWXhvREK56ofq8h6YFny,2021,The Whistle Song - House Kitsuné America,3,2020-01-10,37i9dQZF1DX79UF7ALECl7,Coffee Club,Allen French,
3kIyVa8Rnp80iREwvmdTip,2021,Suburban Sunrise,50,2019-07-26,37i9dQZF1DX79UF7ALECl7,Coffee Club,Ran the Man,
29zlMjekcudZdtBi96VEhW,2021,<3DAYSOFLOVE,35,2021-06-04,37i9dQZF1DX79UF7ALECl7,Coffee Club,Hypsidia,
5RxrPmiW6k1vj5z6Ti52aX,2021,Until We Go,39,2021-02-19,37i9dQZF1DX79UF7ALECl7,Coffee Club,Yves Laurent,
4KvzDmumgsIpFGAJf9cjG9,2021,Tom's Bar,43,2020-07-17,37i9dQZF1DX79UF7ALECl7,Coffee Club,Osunlade,
1rFith6EdgNr3tcuIjlY1q,2021,What We Witness,35,2021-02-26,37i9dQZF1DX79UF7ALECl7,Coffee Club,Luca Musto,
66D24YMI6FMRRGHO8QoBhO,2021,Slow Goods,34,2019-10-04,37i9dQZF1DX79UF7ALECl7,Coffee Club,Sebastian Davidson,
3ru2qqEuNU3mCFcr1bgb7C,2021,Hundred Fifty Up,43,2020-07-03,37i9dQZF1DX79UF7ALECl7,Coffee Club,Satin Jackets,
704btz3p02HVtdXcsB6YpP,2021,Jilly Mcqueen,34,2020-02-13,37i9dQZF1DX79UF7ALECl7,Coffee Club,Monte La Rue,
5AkRnos2tu8HKPX7ES0ohJ,2021,Kindness,40,2020-11-06,37i9dQZF1DX79UF7ALECl7,Coffee Club,Retromigration,"Nephews, "
5cZhGl84mK2JzltfSzqJR9,2021,Can’t Quite Understand,51,2020-05-01,37i9dQZF1DX79UF7ALECl7,Coffee Club,Chris Malinchak,
0bA5rqmOV0tpIA1yRrTDhu,2021,Bassline - Chill Edit,39,2021-04-09,37i9dQZF1DX79UF7ALECl7,Coffee Club,Tiny House,"Plastic Jungle, ODBLU, "
6UNwFoIOo6SPYAP6pBRF2h,2021,Sunrise,41,2020-06-26,37i9dQZF1DX79UF7ALECl7,Coffee Club,Catz 'n Dogz,"James Yuill, "
6LC4enBqq1ywrDXlr0pnG1,2021,Pelicanism,33,2019-09-13,37i9dQZF1DX79UF7ALECl7,Coffee Club,Marc Bianco,"Folamour, "
68gG8lazvms6X0uC6MWmFz,2021,Moraine,32,2019-08-07,37i9dQZF1DX79UF7ALECl7,Coffee Club,Sebastian Davidson,
2q7kCP2kudXJJOXZiYdq2p,2021,Youth (Satin Jackets Remix),0,2020-02-21,37i9dQZF1DX79UF7ALECl7,Coffee Club,Menke,"Satin Jackets, "
6zWkS1HDW9k91fSvYsBheY,2021,Midnight - Ambient Edit,39,2021-02-12,37i9dQZF1DX79UF7ALECl7,Coffee Club,Alex Lustig,
2eERY2J3WWJhUdwo06MbGC,2021,Blue Ridge - Artphorm Remix,36,2020-05-18,37i9dQZF1DX79UF7ALECl7,Coffee Club,Luis Leon,"In2Deep, Artphorm, "
1AO3ZJYilMhYn08dbK2j40,2021,Blooming Flower - Extended Version,49,2020-05-01,37i9dQZF1DX79UF7ALECl7,Coffee Club,Parallells,"Abundance, "
6eW9y2z5RnOllEwl59bjGy,2021,Blue Essay,48,2019-09-06,37i9dQZF1DX79UF7ALECl7,Coffee Club,Paralax,
3hJ0na7qww6vU36mNBBquI,2021,Open Form,40,2021-07-09,37i9dQZF1DX79UF7ALECl7,Coffee Club,Lost Desert,"Amand, Reigan, "
4B6nwPu67gcOfwpD6t2mDg,2021,Coffee and Feels,0,2019-12-13,37i9dQZF1DX79UF7ALECl7,Coffee Club,Satin Jackets,
1yzYunxXOdl5sQNy1WmOYO,2021,Just for a Moment,34,2020-03-06,37i9dQZF1DX79UF7ALECl7,Coffee Club,MÒZÂMBÎQÚE,
1Z6uwcyE8ffTTpaPhBwDTx,2021,Don't Say Goodbye,36,2021-07-02,37i9dQZF1DX79UF7ALECl7,Coffee Club,Moonkids,
2NjeiZqZSRyCdL8xbQehNL,2021,"Too Hot, Too Cold",35,2020-05-08,37i9dQZF1DX79UF7ALECl7,Coffee Club,Frase,"SkiiTour, "
3XZu6dyTtjOlvskuMfJPTM,2021,Infinity (SLCT Remix) (Instrumental Version),34,2019-07-12,37i9dQZF1DX79UF7ALECl7,Coffee Club,Bluma Petersen,"SLCT, "
2Ows4rDdgCOJplYdZ5KycE,2021,Eleuthera,57,2021-04-09,37i9dQZF1DX79UF7ALECl7,Coffee Club,Tor,
7xOuEBWsubmh7Soj9rnJ0d,2021,Always,0,2021-02-17,37i9dQZF1DX79UF7ALECl7,Coffee Club,Somni,"Duren, "
2PEQZNjNKN4GEsUbo3yD8d,2021,Endurance,33,2018-02-08,37i9dQZF1DX79UF7ALECl7,Coffee Club,Road Kahan,
6cC17xWrGqAFqJ3DNBOrqp,2021,Through The Night,44,2019-05-03,37i9dQZF1DX79UF7ALECl7,Coffee Club,André Aguado,
1sFWXmh4IJcDspidGG4d5f,2021,Falling Upwards,35,2019-09-27,37i9dQZF1DX79UF7ALECl7,Coffee Club,Koelle,"Margret, "
7c4FixWe5FMIfUJe6bGiVT,2021,Athena - NTEIBINT Remix,0,2019-07-05,37i9dQZF1DX79UF7ALECl7,Coffee Club,Satin Jackets,"Anduze, NTEIBINT, "
2C7VzkQt8CEqr2qkueHiCP,2021,small talk,36,2019-07-12,37i9dQZF1DX79UF7ALECl7,Coffee Club,Seb Wildblood,
5jrITUm4fDGar2kVdYTsAH,2021,Got to Fall Out,32,2019-07-12,37i9dQZF1DX79UF7ALECl7,Coffee Club,Giants' Nest,
5zrISuhxhXCp4Tnm6gjWZl,2021,Do This,34,2019-04-19,37i9dQZF1DX79UF7ALECl7,Coffee Club,Keljet,"Hyara, "
2gfa4MudXPHq7z9xk1Lzig,2021,Feel Good,33,2021-09-27,37i9dQZF1DX79UF7ALECl7,Coffee Club,Alex Cortiz,
1PitUEpajJb3g3zLpJHp0c,2021,Leave U Here,39,2017-12-13,37i9dQZF1DX79UF7ALECl7,Coffee Club,Sebastian Davidson,"Melosense, "
7meCNkO5iHaShKYUxFmEHk,2021,Messin' Around - Mogul Remix,0,2019-05-15,37i9dQZF1DX79UF7ALECl7,Coffee Club,Berry Juice,"Josh Tobias, Mogul, "
7lu8PAKaE50FzPOZ9LDXR5,2021,Love International Inc.,32,2021-03-26,37i9dQZF1DX79UF7ALECl7,Coffee Club,S. Fidelity,"Bluestaeb, Melodiesinfonie, "
6bZFIemcJk5aTAlscgz6T9,2021,Somewhere In Nirvana,44,2021-06-25,37i9dQZF1DX79UF7ALECl7,Coffee Club,LONO,"AVY X, Kid On The Block, "
2OahtOhFTTHkq7111ZmGYi,2021,Riviera,39,2020-01-24,37i9dQZF1DX79UF7ALECl7,Coffee Club,Monte La Rue,
3cGYeXxZTPqmxaZ27JUJsD,2021,Of Sea,49,2021-04-02,37i9dQZF1DX79UF7ALECl7,Coffee Club,Nuage,"Omfeel, "
2bBtXBTYsEkJnyNg8dtvrc,2021,twenty eight,41,2019-07-26,37i9dQZF1DX79UF7ALECl7,Coffee Club,Seb Wildblood,
7sCHLirrIq2Ap5UfL8gbZ9,2021,Lost in the Streets of NYC - 2020 Remaster,32,2020-05-15,37i9dQZF1DX79UF7ALECl7,Coffee Club,Tom Trago,
6KmIwU5i6sCvyeNgP8QB4o,2021,April,36,2019-03-29,37i9dQZF1DX79UF7ALECl7,Coffee Club,Janus Rasmussen,
4ZgtFgUHdXVsHk5zzJ0DcR,2021,ZBRA,33,2019-03-22,37i9dQZF1DX79UF7ALECl7,Coffee Club,Nikitch,"Kuna Maze, "
4RNDmizeTDGJVqbX4nKSM1,2021,Socorro & Jüpiter,40,2020-11-06,37i9dQZF1DX79UF7ALECl7,Coffee Club,Felipe Gordon,
2g74nHexMoUm0la2vL0x20,2021,Mercury Moments,0,2020-01-24,37i9dQZF1DX79UF7ALECl7,Coffee Club,Satin Jackets,
5d4DtQUmvFYubKmOhL0p7m,2021,Petricor,39,2021-04-16,37i9dQZF1DX79UF7ALECl7,Coffee Club,Sinego,
02q5rMhG5sfPkudsvHE8Kq,2021,It's All About Love,34,2016-03-16,37i9dQZF1DX79UF7ALECl7,Coffee Club,Wild Royal Coast,
6IW8l6Uq0232scKqo1rLeR,2021,Uncrazy,37,2017-11-30,37i9dQZF1DX79UF7ALECl7,Coffee Club,AFSHEEN,"Rebecca Ferguson, "
542iecX5VYzhAbqJgbHFQ1,2021,Riptide - Edit,32,2021-07-09,37i9dQZF1DX79UF7ALECl7,Coffee Club,Feiertag,"Tessa Rose Jackson, "
4ZHvZVhGrfKTNPb0uOHlN1,2021,Blue Orchid,0,2018-01-26,37i9dQZF1DX79UF7ALECl7,Coffee Club,Mr. Woodcole,
46qdT0wtTVMsPvpQnqdzPN,2021,Looking Up,32,2021-06-23,37i9dQZF1DX79UF7ALECl7,Coffee Club,Makèz,"Allysha Joy, "
2nYX4EG5y9BevUjNeXuhhH,2021,Tide (feat. Andreya Triana),0,2020-05-07,37i9dQZF1DX79UF7ALECl7,Coffee Club,Henry Green,"Andreya Triana, "
24vGrrym5luFslhM3Uc9Eb,2021,Shallow Breathing,48,2019-08-09,37i9dQZF1DX79UF7ALECl7,Coffee Club,Alex Lustig,"Makk Mikkael, "
4HWIkxnVUo56TmAsbbHFrd,2021,We Are One,24,2021-09-29,37i9dQZF1DX79UF7ALECl7,Coffee Club,Lövestad,
7omCw0COR7xdEqGdAo15Qs,2021,Float,33,2020-10-16,37i9dQZF1DX79UF7ALECl7,Coffee Club,Godblesscomputers,
6Vv81jR8gDysZphHcQ40ou,2021,Aftergold - obli Remix,29,2020-04-21,37i9dQZF1DX79UF7ALECl7,Coffee Club,Big Wild,"obli, "
5dB4ktNiRIGBBnPIZ2y0Py,2021,You're Beautiful,38,2017-01-26,37i9dQZF1DX79UF7ALECl7,Coffee Club,Krono,"Paul Kostick, "
6LVCA2LNi17xOZdYZGRIZN,2021,Religar - Chancha Via Circuito Remix,0,2020-11-06,37i9dQZF1DX79UF7ALECl7,Coffee Club,Mateo Kingman,"Chancha Via Circuito, "
73iKoDdtumBpcIIZaNpuEU,2021,Aerie,44,2020-10-30,37i9dQZF1DX79UF7ALECl7,Coffee Club,Southern Shores,
1XHCxvbJuVLd6n8Tj9oiCy,2021,No More,31,2019-05-28,37i9dQZF1DX79UF7ALECl7,Coffee Club,Bros Bros,"Jon the Gold, "
3EBVR99iAPdsKMlONY5xOS,2021,Red Rover,34,2019-04-19,37i9dQZF1DX79UF7ALECl7,Coffee Club,Sander W.,
7m9euwqyxRdTgPACE0E8T1,2021,Torn Apart,31,2016-12-22,37i9dQZF1DX79UF7ALECl7,Coffee Club,Fynn,
28uMxZ5bHuAB0FWFPV8Zee,2021,Blue Moon,38,2021-09-17,37i9dQZF1DX79UF7ALECl7,Coffee Club,Alex Lustig,"Akacia, "
4lduh1GxES2Q3Sj8bXDWXt,2021,Good Life,35,2016-01-29,37i9dQZF1DX79UF7ALECl7,Coffee Club,mAsis,
1kFu2TuUmsARXGYc2eYXiC,2021,Montrose Ave,52,2016-02-16,37i9dQZF1DX79UF7ALECl7,Coffee Club,Y.V.E. 48,
3Zr60HMgmHnA4gg0gMTVkO,2021,Groove 32,19,2020-09-25,37i9dQZF1DX79UF7ALECl7,Coffee Club,Khotin,
05wIrZSwuaVWhcv5FfqeH0,2021,Walking On Sunshine,78,1985,37i9dQZF1DWYAcBZSAVhlf,Walking On Sunshine,Katrina & The Waves,
4YwbSZaYeYja8Umyt222Qf,2021,You Can't Hurry Love - 2016 Remaster,76,1982-11-05,37i9dQZF1DWYAcBZSAVhlf,Walking On Sunshine,Phil Collins,
1jDJFeK9x3OZboIAHsY9k2,2021,I'm Still Standing,81,1983-05-30,37i9dQZF1DWYAcBZSAVhlf,Walking On Sunshine,Elton John,
0snPJPxkk0MbTc0xeUvAPt,2021,Dancing On The Ceiling,70,1986,37i9dQZF1DWYAcBZSAVhlf,Walking On Sunshine,Lionel Richie,
3FdHgoJbH3DXNtGLh56pFu,2021,Conga!,65,1985-08-13,37i9dQZF1DWYAcBZSAVhlf,Walking On Sunshine,Miami Sound Machine,
4w3tQBXhn5345eUXDGBWZG,2021,9 to 5,76,1980,37i9dQZF1DWYAcBZSAVhlf,Walking On Sunshine,Dolly Parton,
5zA8vzDGqPl2AzZkEYQGKh,2021,Uptown Girl,78,1983-08-08,37i9dQZF1DWYAcBZSAVhlf,Walking On Sunshine,Billy Joel,
40hIuxoe1aHcfnjOjl6Tkj,2021,The Best - Edit,63,2004-10-22,37i9dQZF1DWYAcBZSAVhlf,Walking On Sunshine,Tina Turner,
3L9ClO1W5KmebIXTrlKShF,2021,Jump (For My Love),59,1983-11-06,37i9dQZF1DWYAcBZSAVhlf,Walking On Sunshine,The Pointer Sisters,
0ikz6tENMONtK6qGkOrU3c,2021,Wake Me Up Before You Go-Go,79,1984-10-23,37i9dQZF1DWYAcBZSAVhlf,Walking On Sunshine,Wham!,
254bXAqt3zP6P50BdQvEsq,2021,Everywhere - 2017 Remaster,78,1987-04-13,37i9dQZF1DWYAcBZSAVhlf,Walking On Sunshine,Fleetwood Mac,
2D4D3hiOf5U0W6SvJoCQph,2021,"Get Outta My Dreams, Get Into My Car",62,2010-04-26,37i9dQZF1DWYAcBZSAVhlf,Walking On Sunshine,Billy Ocean,
7arHM2KZ0KzIZXFVDRGClI,2021,Holiday,59,1983-07-27,37i9dQZF1DWYAcBZSAVhlf,Walking On Sunshine,Madonna,
2BgWv15eKCDfiubKo6o76k,2021,Two Hearts,59,2004-09-14,37i9dQZF1DWYAcBZSAVhlf,Walking On Sunshine,Phil Collins,
2tUBqZG2AbRi7Q0BIrVrEj,2021,I Wanna Dance with Somebody (Who Loves Me),82,1987-06-02,37i9dQZF1DWYAcBZSAVhlf,Walking On Sunshine,Whitney Houston,
4V9BTST4BSkvOL4xIQNHuS,2021,Heaven Is a Place on Earth,64,1987-10-05,37i9dQZF1DWYAcBZSAVhlf,Walking On Sunshine,Belinda Carlisle,
4YR6Dextuoc3I8nJ0XgzKI,2021,"Footloose - From ""Footloose"" Soundtrack",67,2002,37i9dQZF1DWYAcBZSAVhlf,Walking On Sunshine,Kenny Loggins,
0GONea6G2XdnHWjNZd6zt3,2021,Summer Of '69,81,1984-11-05,37i9dQZF1DWYAcBZSAVhlf,Walking On Sunshine,Bryan Adams,
0qxYx4F3vm1AOnfux6dDxP,2021,You Can Call Me Al,75,1986-08-12,37i9dQZF1DWYAcBZSAVhlf,Walking On Sunshine,Paul Simon,
0nd1Vs5BIoIU4TJlzR8KVB,2021,Faith - Remastered,59,1987-10-30,37i9dQZF1DWYAcBZSAVhlf,Walking On Sunshine,George Michael,
2pX5qSgxQFwlrkjxph8fxb,2021,The Loco-Motion,61,1988-07-04,37i9dQZF1DWYAcBZSAVhlf,Walking On Sunshine,Kylie Minogue,
6pPWRBubXOBAHnjl5ZIujB,2021,The Best,70,1989-09-13,37i9dQZF1DWYAcBZSAVhlf,Walking On Sunshine,Tina Turner,
1DxT6f6mH7kLriOUWbujup,2021,All Night Long (All Night),49,1983-01-01,37i9dQZF1DWYAcBZSAVhlf,Walking On Sunshine,Lionel Richie,
480dDrqG7LO6qDaphHeXlM,2021,Invisible Touch - Remastered 2007,70,1986-06-09,37i9dQZF1DWYAcBZSAVhlf,Walking On Sunshine,Genesis,
58qBa4R0T7u0ZiuRvMJRUN,2021,Sweet Little Mystery,61,1987-09-21,37i9dQZF1DWYAcBZSAVhlf,Walking On Sunshine,Wet Wet Wet,
67iAlVNDDdddxqSD2EZhFs,2021,I'm Gonna Be (500 Miles),71,1988,37i9dQZF1DWYAcBZSAVhlf,Walking On Sunshine,The Proclaimers,
3K7Q9PHUWPTaknlbFPThn2,2021,Celebration,71,1980-09-29,37i9dQZF1DWYAcBZSAVhlf,Walking On Sunshine,Kool & The Gang,
2gG7E5OZi5D5QLRIctv63z,2021,I'm Your Man,63,1986-11-25,37i9dQZF1DWYAcBZSAVhlf,Walking On Sunshine,Wham!,
7gfAYm7X5HMSuKcO4dy8Wi,2021,Loco in Acapulco,63,1988-02-14,37i9dQZF1DWYAcBZSAVhlf,Walking On Sunshine,Four Tops,
5UqqOfFa9DYXALpCCF8VwB,2021,(I've Had) The Time of My Life,0,1987-07-10,37i9dQZF1DWYAcBZSAVhlf,Walking On Sunshine,Bill Medley,"Jennifer Warnes, "
4tyl9OMKMG8F2L0RUYQMH3,2021,Walk Of Life,0,1985-05-13,37i9dQZF1DWYAcBZSAVhlf,Walking On Sunshine,Dire Straits,
3OeUlriM0EZHdWleJtjoVr,2021,Got My Mind Set On You - Remastered 2004,72,1987-11-02,37i9dQZF1DWYAcBZSAVhlf,Walking On Sunshine,George Harrison,
2XgDgIsVUOt9Lov5G4Wruy,2021,I Knew You Were Waiting (For Me),55,1998-11-09,37i9dQZF1DWYAcBZSAVhlf,Walking On Sunshine,George Michael,"Aretha Franklin, "
6kCJMxv445L2okuTiou1fR,2021,Tell Her About It,58,1983-08-08,37i9dQZF1DWYAcBZSAVhlf,Walking On Sunshine,Billy Joel,
2guEcnmuY0fKEFCkCUvd0R,2021,Crazy Little Thing Called Love - Remastered 2011,0,1980-06-27,37i9dQZF1DWYAcBZSAVhlf,Walking On Sunshine,Queen,
09huOVRryZNV2deKFZLJDC,2021,Waiting for a Star to Fall,60,1988-06-01,37i9dQZF1DWYAcBZSAVhlf,Walking On Sunshine,Boy Meets Girl,
2Y90nL1ohB4sgYELDs7uNx,2021,Glory Days,71,1984-06-04,37i9dQZF1DWYAcBZSAVhlf,Walking On Sunshine,Bruce Springsteen,
4o6BgsqLIBViaGVbx5rbRk,2021,You Make My Dreams (Come True),77,1980,37i9dQZF1DWYAcBZSAVhlf,Walking On Sunshine,Daryl Hall & John Oates,
5nlwajOutaUfiSayarrZTy,2021,The Only Way Is Up,58,1988-11-14,37i9dQZF1DWYAcBZSAVhlf,Walking On Sunshine,Yazz,
6OnfBiiSc9RGKiBKKtZXgQ,2021,We Built This City,77,1985-09-10,37i9dQZF1DWYAcBZSAVhlf,Walking On Sunshine,Starship,
1ot6jEe4w4hYnsOPjd3xKQ,2021,I'm So Excited,73,1982-02-01,37i9dQZF1DWYAcBZSAVhlf,Walking On Sunshine,The Pointer Sisters,
0sKlV58cODrjxGFOyf9IXY,2021,The Way You Make Me Feel - 2012 Remaster,74,1987-08-31,37i9dQZF1DWYAcBZSAVhlf,Walking On Sunshine,Michael Jackson,
2zjt2hHBbiv5SuxYg8Z7eP,2021,Girls Just Want to Have Fun,67,2014-03-28,37i9dQZF1DWYAcBZSAVhlf,Walking On Sunshine,Cyndi Lauper,
5PwWIKBztoHDVAVcL3IH2X,2021,Young at Heart,49,1998-01-01,37i9dQZF1DWYAcBZSAVhlf,Walking On Sunshine,The Bluebells,
1y748kOQshZECWk5MddfOv,2021,Love Changes (Everything),66,1988-03-14,37i9dQZF1DWYAcBZSAVhlf,Walking On Sunshine,Climie Fisher,
2GZ0dVvRcmtojWuPgBfKIl,2021,The Motown Song (with The Temptations) - 2008 Remaster,39,2008-11-16,37i9dQZF1DWYAcBZSAVhlf,Walking On Sunshine,Rod Stewart,
5SXH73DSNyEC7hCovUbV0q,2021,Making Your Mind Up,32,2011-04-08,37i9dQZF1DWYAcBZSAVhlf,Walking On Sunshine,Bucks Fizz,
4caiYv89C9GZdDD1RzshWd,2021,It's Raining Men - Single Version,57,2008-04-29,37i9dQZF1DWYAcBZSAVhlf,Walking On Sunshine,The Weather Girls,
