,year featured,track_name,track_popularity,release_date,playlist_id,playlist_name,lead_artist,supporting_artists
3bidbhpOYeV4knp8AIu8Xn,2018,Can't Hold Us - feat. Ray Dalton,84,2012-10-09,37i9dQZF1DWWwaxRea1LWS,Throwback Thursday,Macklemore & Ryan Lewis,
4E8KoNTXZnWDE3cCjjw8FU,2018,Break Free,0,2014-07-03,37i9dQZF1DWWwaxRea1LWS,Throwback Thursday,Ariana Grande,"Zedd, "
6jwheRZLKiHmMCQHmtEtCu,2018,Brokenhearted,27,2012-02-02,37i9dQZF1DWWwaxRea1LWS,Throwback Thursday,Karmin,
0uKNrHYRdAj6hYHxCcoHOY,2018,Good Time,45,2012-01-01,37i9dQZF1DWWwaxRea1LWS,Throwback Thursday,Owl City,"Carly Rae Jepsen, "
6FE2iI43OZnszFLuLtvvmg,2018,Classic,84,2012,37i9dQZF1DWWwaxRea1LWS,Throwback Thursday,MKTO,
6PUIzlqotEmPuBfjbwYWOB,2018,Summertime Sadness (Lana Del Rey Vs. Cedric Gervais) - Cedric Gervais Remix,75,2013-02-01,37i9dQZF1DWWwaxRea1LWS,Throwback Thursday,Lana Del Rey,"Cedric Gervais, "
6E11E0lT5Zy7yb6iT3y8DN,2018,Want U Back,66,2012-10-02,37i9dQZF1DWWwaxRea1LWS,Throwback Thursday,Cher Lloyd,
0LohatbcUXRauoeMlR1jnS,2018,Pound The Alarm,63,2011-01-01,37i9dQZF1DWWwaxRea1LWS,Throwback Thursday,Nicki Minaj,
5RSvwLrSfyWB6AyQbziH4Q,2018,Stronger (What Doesn't Kill You),0,2011-10-21,37i9dQZF1DWWwaxRea1LWS,Throwback Thursday,Kelly Clarkson,
71vsEyBd4X1D5BUmLdFSVH,2018,Black Widow,69,2014-01-01,37i9dQZF1DWWwaxRea1LWS,Throwback Thursday,Iggy Azalea,"Rita Ora, "
2iUmqdfGZcHIhS3b9E9EWq,2018,Everybody Talks,82,2012-01-01,37i9dQZF1DWWwaxRea1LWS,Throwback Thursday,Neon Trees,
6wAdqKcL7uESrsekjLTKod,2018,Born This Way,0,2011-01-01,37i9dQZF1DWWwaxRea1LWS,Throwback Thursday,Lady Gaga,
6Z8R6UsFuGXGtiIxiD8ISb,2018,Safe And Sound,83,2013,37i9dQZF1DWWwaxRea1LWS,Throwback Thursday,Capital Cities,
1EavLSmwRWtmkKEmlCfFzT,2018,Wasted,49,2014-04-22,37i9dQZF1DWWwaxRea1LWS,Throwback Thursday,Tiësto,"Matthew Koma, "
72jCZdH0Lhg93z6Z4hBjgj,2018,I Knew You Were Trouble.,67,2012-10-22,37i9dQZF1DWWwaxRea1LWS,Throwback Thursday,Taylor Swift,
7ElF5zxOwYP4qVSWVvse3W,2018,Break Your Heart,76,2010-01-01,37i9dQZF1DWWwaxRea1LWS,Throwback Thursday,Taio Cruz,
7Hv89f7Dpm5Hce1XkBbjQZ,2018,On The Floor - Radio Edit,0,2011-01-01,37i9dQZF1DWWwaxRea1LWS,Throwback Thursday,Jennifer Lopez,"Pitbull, "
0TVV2gFROJaB3kIZyCUvIY,2018,Rather Be (feat. Jess Glynne),60,2014-05-27,37i9dQZF1DWWwaxRea1LWS,Throwback Thursday,Clean Bandit,"Jess Glynne, "
2y4lAQpi5VTNLu2ldeTdUH,2018,We Can't Stop,79,2013-10-04,37i9dQZF1DWWwaxRea1LWS,Throwback Thursday,Miley Cyrus,
4DvhkX2ic4zWkQeWMwQ2qf,2018,Like A G6,71,2010-01-01,37i9dQZF1DWWwaxRea1LWS,Throwback Thursday,Far East Movement,"The Cataracs, DEV, "
3YJlTDtUXu1sGh8lunblkG,2018,Only Girl (In The World),0,2010-09-10,37i9dQZF1DWWwaxRea1LWS,Throwback Thursday,Rihanna,
3AGOgQzp0YcPH41u9p7dOp,2018,Glad You Came,69,2012-01-01,37i9dQZF1DWWwaxRea1LWS,Throwback Thursday,The Wanted,
0Y1MWB026LYxGvhq4EcMiC,2018,Boom Clap,61,2014-12-15,37i9dQZF1DWWwaxRea1LWS,Throwback Thursday,Charli XCX,
16Of7eeW44kt0a1M0nitHM,2018,You Make Me Feel... (feat. Sabi),71,2011-08-29,37i9dQZF1DWWwaxRea1LWS,Throwback Thursday,Cobra Starship,"Sabi, "
24LS4lQShWyixJ0ZrJXfJ5,2018,Sweet Nothing (feat. Florence Welch),72,2012-10-29,37i9dQZF1DWWwaxRea1LWS,Throwback Thursday,Calvin Harris,"Florence Welch, "
0laYHRpNTS6i8FXdupHkJ4,2018,Love You Like A Love Song,82,2011-01-01,37i9dQZF1DWWwaxRea1LWS,Throwback Thursday,Selena Gomez & The Scene,
1DunhgeZSEgWiIYbHqXl0c,2018,Latch,70,2013-06-03,37i9dQZF1DWWwaxRea1LWS,Throwback Thursday,Disclosure,"Sam Smith, "
40ia0VswpL9SUuPdfLyabK,2019,Timber (feat. Ke$ha),46,2013-12-29,37i9dQZF1DX1g0iEXLFycr,Feel Good Friday,Pitbull,"Kesha, "
5MtbCiKeHd86jvJm5B0P4q,2018,Hold It Against Me,0,2011-03-25,37i9dQZF1DWWwaxRea1LWS,Throwback Thursday,Britney Spears,
1UgW0l9aia2l4SjQSGwF2q,2018,Starships,53,2012-04-03,37i9dQZF1DWWwaxRea1LWS,Throwback Thursday,Nicki Minaj,
1X9TyFXi9fiQgAIWJmSJrw,2018,Just Can’t Get Enough,54,2010-01-01,37i9dQZF1DWWwaxRea1LWS,Throwback Thursday,Black Eyed Peas,
0lHAMNU8RGiIObScrsRgmP,2018,Titanium (feat. Sia),68,2011-08-26,37i9dQZF1DWWwaxRea1LWS,Throwback Thursday,David Guetta,"Sia, "
6Vh03bkEfXqekWp7Y1UBRb,2018,Live While We're Young,74,2012-11-12,37i9dQZF1DWWwaxRea1LWS,Throwback Thursday,One Direction,
3DmW6y7wTEYHJZlLo1r6XJ,2018,Shower,79,2014-04-23,37i9dQZF1DWWwaxRea1LWS,Throwback Thursday,Becky G,
1bM50INir8voAkVoKuvEUI,2018,OMG (feat. will.i.am),74,2010-03-30,37i9dQZF1DWWwaxRea1LWS,Throwback Thursday,Usher,"will.i.am, "
60wwxj6Dd9NJlirf84wr2c,2018,Clarity,76,2012-01-01,37i9dQZF1DWWwaxRea1LWS,Throwback Thursday,Zedd,"Foxes, "
2sEk5R8ErGIFxbZ7rX6S2S,2018,How to Be a Heartbreaker,71,2012-04-30,37i9dQZF1DWWwaxRea1LWS,Throwback Thursday,MARINA,
6mnjcTmK8TewHfyOp3fC9C,2018,Die Young,0,2012-11-30,37i9dQZF1DWWwaxRea1LWS,Throwback Thursday,Kesha,
4dTVgHZFPlaq9nPbLVVLSG,2018,Closer,62,2013,37i9dQZF1DWWwaxRea1LWS,Throwback Thursday,Tegan and Sara,
3a9dxgyM2rbFUvmN35qTTj,2018,Somebody Loves You,47,2014-10-06,37i9dQZF1DWWwaxRea1LWS,Throwback Thursday,Betty Who,
5ghIJDpPoe3CfHMGu71E6T,2018,Smells Like Teen Spirit,78,1991-09-26,37i9dQZF1DX1rVvRgjX59F,90s Rock Anthems,Nirvana,
1hKdDCpiI9mqz1jVHRKG0E,2018,Enter Sandman,0,1991-08-12,37i9dQZF1DX1rVvRgjX59F,90s Rock Anthems,Metallica,
4Qbjmdlv1eZDD1u8SWe1pt,2018,Alive,0,1991,37i9dQZF1DX1rVvRgjX59F,90s Rock Anthems,Pearl Jam,
5yEPxDjbbzUzyauGtnmVEC,2018,Bitter Sweet Symphony,2,1997-09-29,37i9dQZF1DX1rVvRgjX59F,90s Rock Anthems,The Verve,
2EoOZnxNgtmZaD8uUmz2nD,2018,Black Hole Sun,77,1994-03-09,37i9dQZF1DX1rVvRgjX59F,90s Rock Anthems,Soundgarden,
6QewNVIDKdSl8Y3ycuHIei,2018,Even Flow,76,1991-08-27,37i9dQZF1DX1rVvRgjX59F,90s Rock Anthems,Pearl Jam,
2TAQ9YGehOKWDqDak5DuXc,2018,Plush,61,2003-11-10,37i9dQZF1DX1rVvRgjX59F,90s Rock Anthems,Stone Temple Pilots,
7yCPwWs66K8Ba5lFuU2bcx,2018,All The Small Things,1,1999-01-01,37i9dQZF1DX1rVvRgjX59F,90s Rock Anthems,blink-182,
3HfB5hBU0dmBt8T0iCmH42,2018,Creep,0,1993-04-23,37i9dQZF1DX1rVvRgjX59F,90s Rock Anthems,Radiohead,
6urCAbunOQI4bLhmGpX7iS,2018,Don't Speak,69,1995-10-10,37i9dQZF1DX1rVvRgjX59F,90s Rock Anthems,No Doubt,
1Dr1fXbc2IxaK1Mu8P8Khz,2018,When I Come Around,75,1994-02-01,37i9dQZF1DX1rVvRgjX59F,90s Rock Anthems,Green Day,
1FkoVC85Ds3mFoK0fVqEqP,2018,Self Esteem,76,1994-04-08,37i9dQZF1DX1rVvRgjX59F,90s Rock Anthems,The Offspring,
62nQ8UZVqR2RMvkJHkcO2o,2018,Jeremy,72,1991-08-27,37i9dQZF1DX1rVvRgjX59F,90s Rock Anthems,Pearl Jam,
5jafMI8FLibnjkYTZ33m0c,2018,High And Dry,3,1995-03-28,37i9dQZF1DX1rVvRgjX59F,90s Rock Anthems,Radiohead,
7nnWIPM5hwE3DaUBkvOIpy,2018,Drive,75,1999-10-26,37i9dQZF1DX1rVvRgjX59F,90s Rock Anthems,Incubus,
0NJC0FDCODpPUntRTTQq97,2018,Cryin',72,1993-01-01,37i9dQZF1DX1rVvRgjX59F,90s Rock Anthems,Aerosmith,
7lksFyVBmmkYBTVQcxnvC3,2018,What I Got,0,1996-07-30,37i9dQZF1DX1rVvRgjX59F,90s Rock Anthems,Sublime,
0uppYCG86ajpV2hSR3dJJ0,2018,Give It Away,74,1991-09-24,37i9dQZF1DX1rVvRgjX59F,90s Rock Anthems,Red Hot Chili Peppers,
3LRJbFT9rKoKv4aW7PuBJC,2018,Longview,67,1994-02-01,37i9dQZF1DX1rVvRgjX59F,90s Rock Anthems,Green Day,
45Ia1U4KtIjAPPU7Wv1Sea,2018,Are You Gonna Go My Way,74,1993-03-09,37i9dQZF1DX1rVvRgjX59F,90s Rock Anthems,Lenny Kravitz,
2lXHg7BtTNoP39AezyCSfL,2018,Disarm - Remastered,0,1993,37i9dQZF1DX1rVvRgjX59F,90s Rock Anthems,The Smashing Pumpkins,
1HZ3cUZUw5htSFmah1V8Ko,2018,Shine,0,1994-03-29,37i9dQZF1DX1rVvRgjX59F,90s Rock Anthems,Collective Soul,
7CVYxHq1L0Z4G84jTDS6Jl,2018,Don't Look Back In Anger - Remastered,1,1995-10-02,37i9dQZF1DX1rVvRgjX59F,90s Rock Anthems,Oasis,
0Puj4YlTm6xNzDDADXHMI9,2018,Sabotage,74,1994-05-23,37i9dQZF1DX1rVvRgjX59F,90s Rock Anthems,Beastie Boys,
1Z5LCXu5Ca3sHAy6OdUrBT,2018,Machinehead,0,1994-12-06,37i9dQZF1DX1rVvRgjX59F,90s Rock Anthems,Bush,
5G0vAvojJAb8np3INdsISs,2018,Come Out and Play,0,1994-04-08,37i9dQZF1DX1rVvRgjX59F,90s Rock Anthems,The Offspring,
2V4Bc2I962j7acQj1N0PiQ,2018,Celebrity Skin,69,1998-01-01,37i9dQZF1DX1rVvRgjX59F,90s Rock Anthems,Hole,
6txWz9UapYHVxEd7dDIHXT,2018,No Rain,75,1992-01-01,37i9dQZF1DX1rVvRgjX59F,90s Rock Anthems,Blind Melon,
6mfkHv00I6jhHIn7EWHJ2N,2018,Just A Girl,56,2003-01-01,37i9dQZF1DX1rVvRgjX59F,90s Rock Anthems,No Doubt,
3ZFwuJwUpIl0GeXsvF1ELf,2018,Nothing Else Matters,2,1991-08-12,37i9dQZF1DX1rVvRgjX59F,90s Rock Anthems,Metallica,
48iWbsOaBUAGzMdoSmqyg1,2018,Lightning Crashes,68,1994-01-01,37i9dQZF1DX1rVvRgjX59F,90s Rock Anthems,Live,
5JZcX7TTLx4l0xFIXJ3DBt,2018,What's My Age Again?,0,1999-01-01,37i9dQZF1DX1rVvRgjX59F,90s Rock Anthems,blink-182,
0rFWuqFgHAfuzE8uSB9TWR,2018,Live And Let Die,70,1991-09-17,37i9dQZF1DX1rVvRgjX59F,90s Rock Anthems,Guns N' Roses,
0Dw9z44gXhplDh5HCWZIxP,2018,You Oughta Know,55,1995-06-09,37i9dQZF1DX1rVvRgjX59F,90s Rock Anthems,Alanis Morissette,
42et6fnHCw1HIPSrdPprMl,2018,Semi-Charmed Life,75,1997-04-08,37i9dQZF1DX1rVvRgjX59F,90s Rock Anthems,Third Eye Blind,
3SVAN3BRByDmHOhKyIDxfC,2018,Karma Police,5,1997-05-28,37i9dQZF1DX1rVvRgjX59F,90s Rock Anthems,Radiohead,
0u5aO1GYsIhAWCPuXdwnak,2018,Today - 2011 Remaster,66,1993,37i9dQZF1DX1rVvRgjX59F,90s Rock Anthems,The Smashing Pumpkins,
4ReyTz0y3TGkX48wO3Llot,2018,Epic,68,1989,37i9dQZF1DX1rVvRgjX59F,90s Rock Anthems,Faith No More,
5UWwZ5lm5PKu6eKsHAGxOk,2018,Everlong,79,1997-05-20,37i9dQZF1DX1rVvRgjX59F,90s Rock Anthems,Foo Fighters,
0tZ3mElWcr74OOhKEiNz1x,2018,Bulls On Parade,74,1996-04-16,37i9dQZF1DX1rVvRgjX59F,90s Rock Anthems,Rage Against The Machine,
1EzeXGaZdqsA4Nst1AIAL2,2018,Bullet With Butterfly Wings,0,1995-10-24,37i9dQZF1DX1rVvRgjX59F,90s Rock Anthems,The Smashing Pumpkins,
3CtphwpjC0XjIVpLFvGiQR,2018,Hunger Strike - 25th Anniversary Mix,60,2016-04-16,37i9dQZF1DX1rVvRgjX59F,90s Rock Anthems,Temple Of The Dog,
4PtZE0h5oyPhCtPjg3NeYQ,2018,No Excuses,65,1994,37i9dQZF1DX1rVvRgjX59F,90s Rock Anthems,Alice In Chains,
5cpnyC2TLztgxOWNzoxqbY,2018,"Hail, Hail",57,1996-08-06,37i9dQZF1DX1rVvRgjX59F,90s Rock Anthems,Pearl Jam,
39sICagGOiysHxoIBRyLLi,2018,My Own Worst Enemy,59,1999-03-02,37i9dQZF1DX1rVvRgjX59F,90s Rock Anthems,Lit,
3TW48DvQ7ChwY1Yy1tkMaP,2018,Runaway Train,71,1992-01-01,37i9dQZF1DX1rVvRgjX59F,90s Rock Anthems,Soul Asylum,
37EJtTS7jT5WUyXGZzrwnI,2018,Santa Monica,71,1995-01-01,37i9dQZF1DX1rVvRgjX59F,90s Rock Anthems,Everclear,
48YkpE5enOln5c7jXSTuHL,2018,About A Girl,65,1994-11-01,37i9dQZF1DX1rVvRgjX59F,90s Rock Anthems,Nirvana,
2JdzB67NvIa90K4gEZPLeX,2018,Lump,69,1995,37i9dQZF1DX1rVvRgjX59F,90s Rock Anthems,The Presidents Of The United States Of America,
74irxdVWstNlEQjsvArITq,2018,Crazy,75,1993-01-01,37i9dQZF1DX1rVvRgjX59F,90s Rock Anthems,Aerosmith,
1AfYo6cKm3yHsJHdmNoGO1,2018,Interstate Love Song,2,1994-06-07,37i9dQZF1DX1rVvRgjX59F,90s Rock Anthems,Stone Temple Pilots,
5kr3j5Clb9rjEposoMyLVt,2018,Welcome to Paradise,69,1994-02-01,37i9dQZF1DX1rVvRgjX59F,90s Rock Anthems,Green Day,
2c5wml8wsBnPfNSbCZ574T,2018,Take a Picture,0,1999-08-23,37i9dQZF1DX1rVvRgjX59F,90s Rock Anthems,Filter,
4iCGSi1RonREsPtfEKYj5b,2018,"Tonight, Tonight - Remastered 2012",0,1995-12-12,37i9dQZF1DX1rVvRgjX59F,90s Rock Anthems,The Smashing Pumpkins,
278jOl7gFMJ9WMnUbGxWRe,2018,Wicked Garden,51,1992-09-29,37i9dQZF1DX1rVvRgjX59F,90s Rock Anthems,Stone Temple Pilots,
0fsz7tJ7UKXT9hliLfO7aE,2018,The Distance,59,1996-09-17,37i9dQZF1DX1rVvRgjX59F,90s Rock Anthems,Cake,
51Gkc1TxvyQ9K8y0pQRmQM,2018,Been Caught Stealing,56,1990,37i9dQZF1DX1rVvRgjX59F,90s Rock Anthems,Jane's Addiction,
3zOvCNuRh0hX0Bua4eWJbs,2018,Low,54,2006-01-01,37i9dQZF1DX1rVvRgjX59F,90s Rock Anthems,Cracker,
53eJFr4Mfbw5PXJ01K6cFw,2018,Daughter (Remastered),68,1993-10-19,37i9dQZF1DX1rVvRgjX59F,90s Rock Anthems,Pearl Jam,
6u1yKoh00WaoSpNp46RzKF,2018,Cumbersome,64,1995-09-05,37i9dQZF1DX1rVvRgjX59F,90s Rock Anthems,Seven Mary Three,
1O2ACd0zg4GYgQRhLBGYDV,2018,Everything About You,53,1998-01-01,37i9dQZF1DX1rVvRgjX59F,90s Rock Anthems,Ugly Kid Joe,
24tO365YW6lcZr1hN4Ukzj,2018,Tomorrow,66,1995-03-27,37i9dQZF1DX1rVvRgjX59F,90s Rock Anthems,Silverchair,
31RTFPrB7wmYBhlkM2ILXG,2018,Sugar,71,1998,37i9dQZF1DX1rVvRgjX59F,90s Rock Anthems,System Of A Down,
74KI6d8jEM2zwOAo3luayU,2018,Shimmer,63,1997,37i9dQZF1DX1rVvRgjX59F,90s Rock Anthems,Fuel,
6WkSUgo1VdpzgtiXKlFPcY,2018,Dammit,66,1997,37i9dQZF1DX1rVvRgjX59F,90s Rock Anthems,blink-182,
2AAO0bpq6Fad0jNSekFs8G,2018,Fell On Black Days,0,1994-03-09,37i9dQZF1DX1rVvRgjX59F,90s Rock Anthems,Soundgarden,
2L8kaqJ2YHbKlcX1e1rKnf,2018,Laid,52,1998-01-01,37i9dQZF1DX1rVvRgjX59F,90s Rock Anthems,James,
2nWjhmRImt6LScZIPQMBnM,2018,Sex Type Thing,55,1992-09-29,37i9dQZF1DX1rVvRgjX59F,90s Rock Anthems,Stone Temple Pilots,
1ng36571Iyov4HBxUClySn,2018,Pepper,66,1996-01-01,37i9dQZF1DX1rVvRgjX59F,90s Rock Anthems,Butthole Surfers,
6Va1qwqV4lEvbOyPqodbth,2018,Breaking the Girl,46,1991-09-24,37i9dQZF1DX1rVvRgjX59F,90s Rock Anthems,Red Hot Chili Peppers,
3mhOmh4tRKsMfnRmgZfeBm,2018,Far Behind,67,1993-07-16,37i9dQZF1DX1rVvRgjX59F,90s Rock Anthems,Candlebox,
7izsUQjOYXVWkmFvEpTakb,2018,Bound For The Floor,54,2011-01-01,37i9dQZF1DX1rVvRgjX59F,90s Rock Anthems,Local H,
5sFDReWLrZHLFZFjHsjUTS,2018,Would?,72,1992-09-29,37i9dQZF1DX1rVvRgjX59F,90s Rock Anthems,Alice In Chains,
0eKCfj7xCuJNoYrLlSJe59,2018,"Touch, Peel And Stand",0,1997,37i9dQZF1DX1rVvRgjX59F,90s Rock Anthems,Days Of The New,
0h4fRpHrxBeR3XWHmcolaU,2018,Stupid Girl,50,2007-01-01,37i9dQZF1DX1rVvRgjX59F,90s Rock Anthems,Garbage,
56SkdBKyR2zOkjk6wVFI9s,2018,Possum Kingdom,66,1994-01-01,37i9dQZF1DX1rVvRgjX59F,90s Rock Anthems,Toadies,
0ttHpMs250dpFkCYAnuhnE,2018,Good,64,1995-02-28,37i9dQZF1DX1rVvRgjX59F,90s Rock Anthems,Better Than Ezra,
6HJujxcjMmVZhd8z5EpPri,2018,Where Did You Sleep Last Night,0,1994-11-01,37i9dQZF1DX1rVvRgjX59F,90s Rock Anthems,Nirvana,
0fIC59ZyS8ThtUF0Um6zuD,2018,Cherub Rock - Remastered 2011,0,1993,37i9dQZF1DX1rVvRgjX59F,90s Rock Anthems,The Smashing Pumpkins,
2SwLswBtbxloI4uMcfkfLf,2018,Live Forever - Remastered,0,1994-08-29,37i9dQZF1DX1rVvRgjX59F,90s Rock Anthems,Oasis,
1zBFEYEwHKCahttaE2mhg7,2018,Down,0,1995-07-11,37i9dQZF1DX1rVvRgjX59F,90s Rock Anthems,311,
7cz70nyRXlCJOE85whEkgU,2018,Flagpole Sitta,65,1997-01-01,37i9dQZF1DX1rVvRgjX59F,90s Rock Anthems,Harvey Danger,
0mfCH4nfpshBQR9ueZP5eP,2018,Girls Need Love (with Drake) - Remix,0,2019-02-10,37i9dQZF1DWXnexX7CktaI,Gold Edition,Summer Walker,"Drake, "
6ZRuF2n1CQxyxxAAWsKJOy,2018,Nights Like This (feat. Ty Dolla $ign),77,2019-02-22,37i9dQZF1DWXnexX7CktaI,Gold Edition,Kehlani,"Ty Dolla $ign, "
6gU9OKjOE7ghfEd55oRO57,2018,The Weekend,74,2017-06-09,37i9dQZF1DWXnexX7CktaI,Gold Edition,SZA,
2LBqCSwhJGcFQeTHMVGwy3,2018,Die For You,75,2016-11-24,37i9dQZF1DWXnexX7CktaI,Gold Edition,The Weeknd,
6oEVnWKgPqIEPc53OYDNqG,2018,Could've Been (feat. Bryson Tiller),73,2019-08-30,37i9dQZF1DWXnexX7CktaI,Gold Edition,H.E.R.,"Bryson Tiller, "
6XHVuErjQ4XNm6nDPVCxVX,2018,No Guidance (feat. Drake),80,2019-06-28,37i9dQZF1DWXnexX7CktaI,Gold Edition,Chris Brown,"Drake, "
4squZv12LD9M8ooJfoVgZS,2018,Boo'd Up,63,2018-10-12,37i9dQZF1DWXnexX7CktaI,Gold Edition,Ella Mai,
0q75NwOoFiARAVp4EXU4Bs,2018,Love Galore (feat. Travis Scott),78,2017-06-09,37i9dQZF1DWXnexX7CktaI,Gold Edition,SZA,"Travis Scott, "
47cQCF21TczFSmGfpd7c07,2018,EX,69,2018-07-13,37i9dQZF1DWXnexX7CktaI,Gold Edition,Kiana Ledé,
3TTMUI5dFcbeNSDTTDY9M8,2018,Come Thru (with Usher),72,2019-10-04,37i9dQZF1DWXnexX7CktaI,Gold Edition,Summer Walker,"Usher, "
2xRYnHQdLD9ketvC01UYYT,2018,It Won't Stop (feat. Chris Brown) - EP Version,72,2013-12-03,37i9dQZF1DWXnexX7CktaI,Gold Edition,Sevyn Streeter,"Chris Brown, "
6CTWathupIiDs7U4InHnDA,2018,Trip,74,2018-10-12,37i9dQZF1DWXnexX7CktaI,Gold Edition,Ella Mai,
2KkNkv6ciB6bt2hvHtOrin,2018,Wake Up Love,58,2020-06-12,37i9dQZF1DWXnexX7CktaI,Gold Edition,Teyana Taylor,"Iman., "
4OBZT9EnhYIV17t4pGw7ig,2018,Best Part (feat. Daniel Caesar),77,2017-10-20,37i9dQZF1DWXnexX7CktaI,Gold Edition,H.E.R.,"Daniel Caesar, "
3pXF1nA74528Edde4of9CC,2018,Don't,79,2015-10-02,37i9dQZF1DWXnexX7CktaI,Gold Edition,Bryson Tiller,
4at3d5QWnlibMVN75ECDrp,2018,Pretty Little Fears (feat. J. Cole),75,2018-09-14,37i9dQZF1DWXnexX7CktaI,Gold Edition,6LACK,"J. Cole, "
1Tt4sE4pXi57mTD1GCzsqm,2018,Needed Me,3,2016-01-28,37i9dQZF1DWXnexX7CktaI,Gold Edition,Rihanna,
0PJIbOdMs3bd5AT8liULMQ,2018,oui,77,2015-12-04,37i9dQZF1DWXnexX7CktaI,Gold Edition,Jeremih,
3nXrCAE44KlevAkQB2XWcN,2018,Gonna Love Me,70,2018-06-23,37i9dQZF1DWXnexX7CktaI,Gold Edition,Teyana Taylor,
1cAL4sFzXXRMbpZnTPa7Zi,2018,Distraction,54,2017-01-27,37i9dQZF1DWXnexX7CktaI,Gold Edition,Kehlani,
6Hgh47WXVKtXN5zGOu0hjI,2018,OTW,74,2018-04-20,37i9dQZF1DWXnexX7CktaI,Gold Edition,Khalid,"6LACK, Ty Dolla $ign, "
4LfoYkTuIPgJ2RlNkN5P5C,2018,EX - Remix,55,2019-03-08,37i9dQZF1DWXnexX7CktaI,Gold Edition,Kiana Ledé,"Lil Baby, "
43PuMrRfbyyuz4QpZ3oAwN,2018,Exchange,78,2015-10-02,37i9dQZF1DWXnexX7CktaI,Gold Edition,Bryson Tiller,
2GlATHCDbLW7xq5BE0Bz5g,2018,Shot Clock,64,2018-10-12,37i9dQZF1DWXnexX7CktaI,Gold Edition,Ella Mai,
610BVUQMZpmt3eROWX9ZC1,2018,Say It,0,2015-07-31,37i9dQZF1DWXnexX7CktaI,Gold Edition,Tory Lanez,
3tZs3nVjySLbL320lP4mvs,2018,Focus,66,2017-10-20,37i9dQZF1DWXnexX7CktaI,Gold Edition,H.E.R.,
1m8WpLYXEiNVZchsWEcCSy,2018,Come Through and Chill (feat. J. Cole & Salaam Remi),70,2017-12-01,37i9dQZF1DWXnexX7CktaI,Gold Edition,Miguel,"J. Cole, Salaam Remi, "
1wZqJM5FGDEl3FjHDxDyQd,2018,Come and See Me (feat. Drake),74,2016-08-12,37i9dQZF1DWXnexX7CktaI,Gold Edition,PARTYNEXTDOOR,"Drake, "
3Ey11v2aiX14s4wBaYbhlp,2018,Don't Waste My Time (feat. Ella Mai),60,2019-12-13,37i9dQZF1DWXnexX7CktaI,Gold Edition,Usher,"Ella Mai, "
0PG9fbaaHFHfre2gUVo7AN,2018,Please Me,74,2019-02-15,37i9dQZF1DWXnexX7CktaI,Gold Edition,Cardi B,"Bruno Mars, "
4nw0S8MtvcLSpXCS9M8ciL,2018,Got Me (with Ari Lennox & Omen feat. Ty Dolla $ign & Dreezy),61,2019-07-05,37i9dQZF1DWXnexX7CktaI,Gold Edition,Dreamville,"Ari Lennox, Omen, Ty Dolla $ign, Dreezy, "
1opARDDYaOeE1QUdwXmBGu,2018,Caught Up (feat. Khalid),62,2019-07-24,37i9dQZF1DWXnexX7CktaI,Gold Edition,Majid Jordan,"Khalid, "
0At2qAoaVjIwWNAqrscXli,2018,Boo'd Up,71,2017-02-22,37i9dQZF1DWXnexX7CktaI,Gold Edition,Ella Mai,
0bxmVPKnEopTyuMMkaTvUb,2018,Issues/Hold On,64,2018-06-23,37i9dQZF1DWXnexX7CktaI,Gold Edition,Teyana Taylor,
5WoaF1B5XIEnWfmb5NZikf,2018,Sky Walker (feat. Travis Scott),75,2017-12-01,37i9dQZF1DWXnexX7CktaI,Gold Edition,Miguel,"Travis Scott, "
66kQ7wr4d2LwwSjr7HXcyr,2018,All The Stars (with SZA),60,2018-01-04,37i9dQZF1DWXnexX7CktaI,Gold Edition,Kendrick Lamar,"SZA, "
1sQBPGypjSgEgJZvD8u8ty,2018,Roll Some Mo,59,2019-05-24,37i9dQZF1DWXnexX7CktaI,Gold Edition,Lucky Daye,
7Ffgp7DIow5wECYQyzEiTq,2018,BMO,63,2019-05-07,37i9dQZF1DWXnexX7CktaI,Gold Edition,Ari Lennox,
2wH7tYJD7LbttAqhwNfodD,2018,I Like Me Better,0,2019-06-21,37i9dQZF1DX8TvdyVZSYFY,Acoustic Throwbacks,Boyce Avenue,"Emma Heesters, "
2CBReP4Ox7OnBzhJsb2VNk,2018,Shallow,58,2018-10-12,37i9dQZF1DX8TvdyVZSYFY,Acoustic Throwbacks,Tyler Ward,"Madysyn, "
1m84zLz4WizjR4mCDoXReg,2018,I Don't Care - Acoustic,70,2019-05-31,37i9dQZF1DX8TvdyVZSYFY,Acoustic Throwbacks,Ed Sheeran,
2VFf8YhTnmhWF108o9UEr7,2018,No One - Acoustic,0,2017-04-07,37i9dQZF1DX8TvdyVZSYFY,Acoustic Throwbacks,Alicia Keys,
2ODveYidOlM11e0JZrM1aE,2018,Only You,52,2019-06-14,37i9dQZF1DX8TvdyVZSYFY,Acoustic Throwbacks,Michael Shynes,
5VoAmDgLauPPfUNcVasc6G,2018,Sing It With Me - Acoustic,52,2019-05-31,37i9dQZF1DX8TvdyVZSYFY,Acoustic Throwbacks,JP Cooper,"Astrid S, "
2Ksnh0QtEidLCZXSbPqxoI,2018,I Wanna Dance with Somebody - Acoustic,51,2018-11-09,37i9dQZF1DX8TvdyVZSYFY,Acoustic Throwbacks,Tyler Ward,
